Geo_FIPS,total_pop,pop_under18_per,pop_over65_per,pop_65_alone_per,pop_male_per,chd_dec,diabetes_dec,phlth_dec,popdens,housing_dens,canopy_per,veg_per,imperv_per,mtemp_16_20,pop_edu_per,pop_renter_per,cogdif_per,pop_foreignb_per,lep_per,pop_bipoc_per,sensitivity,exposure,adaptcap,hvi,sens_pct,exp_pct,adcap_pct,hvi_pct
41051001702,4042,0.1432459179,0.1239485403,0.3113772455,0.5032162296,0.041,0.069,0.117,8115.415536,3150.1947,0.2063525154,0.03026227303,0.6099058507,85,0.5771043771,0.4490351311,0.0472845177,0.1063829787,0.02858683927,0.2916872835,-0.7840116717,0.3680878067,0.3584859951,-0.05743786985,37.05583756,63.45177665,63.95939086,55.83756345
41051001703,3860,0.182642487,0.1523316062,0.675170068,0.5010362694,0.035,0.059,0.098,8387.225077,4278.353932,0.1826887525,0.001506024096,0.6805496988,85,0.4391603805,0.3562176166,0.1007076756,0.09481865285,0.004627109418,0.279015544,0.4167113171,0.6135227062,-1.30694617,-0.2767121463,56.85279188,74.11167513,11.6751269,52.28426396
41051001704,2635,0.1229601518,0.0834914611,0.2181818182,0.49943074,0.035,0.059,0.098,8396.117958,3852.336475,0.19262338,0,0.6767660044,85,0.5297145531,0.1722960152,0.1183087665,0.08045540797,0.009309542281,0.1889943074,-2.747074753,0.546606961,-1.864691211,-4.065159003,12.18274112,71.06598985,3.045685279,7.106598985
41051001801,4630,0.1345572354,0.08725701944,0.5396039604,0.5252699784,0.043,0.066,0.112,10176.99744,4745.602046,0.2175489845,7.63E-04,0.6845496183,86,0.4640452464,0.579049676,0.05311992577,0.09632829374,0.01502579054,0.243412527,-0.7440607432,1.280671809,0.5085071017,1.045118168,37.56345178,88.3248731,67.51269036,63.45177665
41051001802,3730,0.2061662198,0.1592493298,0.1717171717,0.4487935657,0.039,0.059,0.093,9218.014491,4176.526673,0.2723294336,0.005809128631,0.5805643154,84,0.4360770578,0.4428954424,0.03780557135,0.06997319035,0.002812148481,0.263002681,-0.4176671737,-0.02698748022,-0.2308991843,-0.6755538382,42.63959391,42.63959391,45.68527919,48.22335025
41051001900,5436,0.2293966152,0.1482707873,0.2171215881,0.5283296542,0.04,0.06,0.088,8563.114636,3139.493648,0.3738160339,0.05709954522,0.4968721577,83,0.2504599212,0.1473509934,0.04221028396,0.04212656365,0.002302379125,0.1188373804,-0.4249263383,-0.8298205469,-1.698163896,-2.952910781,42.1319797,23.85786802,5.076142132,15.73604061
41051002001,2624,0.1116615854,0.1067073171,0.275,0.4226371951,0.023,0.037,0.074,10473.22407,5324.421079,0.2917265765,0.01091405184,0.6503410641,83,0.3737024221,0.5666920732,0.0327674694,0.03582317073,0,0.1764481707,-3.678638184,-0.06461791602,0.18161172,-3.56164438,5.076142132,40.60913706,59.39086294,10.65989848
41051002002,3702,0.06726094003,0.08454889249,0.7412140575,0.5718530524,0.023,0.037,0.074,12774.95093,8012.813631,0.1891808907,0.002309468822,0.7642840647,84,0.4,0.8079416532,0.03762376238,0.07401404646,0,0.3346839546,-3.661168416,1.28123027,0.9376459123,-1.442292234,5.583756345,88.83248731,78.17258883,35.53299492
41051002101,1491,0.03085177733,0.01945003353,0.4137931034,0.5492957746,0.031,0.048,0.093,4722.059469,2631.811817,0.07960884783,9.07E-04,0.8177586207,86,0.2990083905,0.8665325285,0.3256649892,0.1227364185,0,0.185110664,-4.936716525,0.8048703621,-2.283513851,-6.415360014,2.030456853,79.18781726,1.015228426,1.52284264
41051002102,2156,0.08163265306,0.09322820037,0.7064676617,0.4842300557,0.031,0.048,0.093,8557.03325,5250.906767,0.2037075724,0.007528230866,0.7671518193,86,0.336398053,0.8283858998,0.02490601504,0.05797773655,0.01879699248,0.1618738404,-2.084414003,1.308225915,1.585696394,0.8095083072,18.27411168,89.34010152,90.86294416,61.4213198
